Brand,Model,Version Name,Price,Price Numeric (DT),Original Price,Original Price Numeric (DT),Is Promo,Status,URL,Image URL,Carrosserie,Nombre de portes,Garantie,Nombre de places,Disponibilité,Voiture populaire,Puissance (ch.din),Puissance fiscale,Couple,Energie,Nombre de cylindres,Cylindrée,Batterie,Nombre de moteurs électriques,Puissance électrique,Puissance thermique (ch.din),Type de batterie,Couple électrique,Puissance avec overboost (ch.din),Système antipollution,Transmission,Boîte,Nombre de rapports,Différentiel autobloquant,4 roues directrices,Hauteur,Largeur,Longueur,Volume du coffre,Volume du coffre maximal,Charge utile,Volume du coffre avant,Volume utile,Surface de chargement,Vitesse maxi,0-100 Km/h,Autonomie électrique (WLTP),Autonomie électrique (NEDC),Consommation mixte,Consommation urbaine,Consommation extra-urbaine,Temps de recharge normale (AC),Consommation électrique (WLTP),Temps de recharge rapide (DC),Emissions de CO2,Capacité de recharge maximale (AC),Direction assistée,Aide au stationnement,Régulateur de vitesse,Aide au démarrage en côte,Détecteur de fatigue,Limiteur de vitesse,Assistant de feux de route,Aide au maintien dans la voie,Surveillance d’angle mort,Système de descente en côte,Alerte de circulation transversale,Reconnaissance des panneaux,Conduite autonome,Détection des piétons,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Caméra d'angle mort,Autoradio,Connectivité,Ecran central,Navigation,Connected Drive,Ecran passager,Sellerie,Climatisation,Jantes,Fermeture centralisée,ABS,Vitres électriques,Airbags,Anti-démarrage électronique,Rétroviseurs extérieurs,Volant réglable,Anti-patinage,Tapis de sol,Ordinateur de bord,Volant,Feux à LED,Sièges réglables en hauteur,Accoudoirs,Allumage automatique des feux,Phares,Fixations ISOFIX,Contrôle de pression des pneus,Assistance au freinage,Bouton Start & Stop,Clé intelligente,Instrumentation digitale,Frein de stationnement,Sièges,Détecteur de pluie,Vitres,Eléments extérieurs couleur carrosserie,Rétroviseur intérieur,Modes de conduite,Lumières d'ambiance,Alarme antivol,Alimentation électrique,Toit,Appuis têtes arrières,Antibrouillards,Kit rangement,Coffre à bagages,Baguettes extérieures d'encadrement des vitres,Peinture,Barres de toit,Alerte de franchissement de ligne,Calandre,Finition intérieure,Système Start & Stop,Alerte de risque de collision,Kit sécurité,Pommeau de levier de vitesse,Spoiler arrière,Boulons de roues protégés,Kit carrosserie,Seuils de portes,Version pays chauds,Kit éclairage,Affichage tête haute,Kit fumeurs,Ciel de pavillon,Poignées de portes,Tableau de bord,Suspension,Pédaliers,Préparation pour téléphone,Train roulant,Marchepieds latéraux,Pneumatiques runflat,Freinage,Barre stabilisatrice,Lave Phares,Boîte à gants réfrigérée,Arceau de benne,Fermeture assistée des portes,Caméra d'enregistrement de conduite,Cloison entre cabine et compartiment arrière,Sorties d’échappement,Pack aérodynamique M,Terrain Response,Pack Sport Chrono,Système de récupération d'énergie,Boule d'attelage,Capot moteur actif,Aileron arrière,DSC,Porte bagages,Capote éléctrique,Stores pare-soleil,Sideblades,Launch Control,Rideau de benne,Jupes latérales,Portes en élytre,Contrôle adaptatif de la charge,Dynamic Response
BMW,Série 2 Gran Coupé,218 Lounge,169 900 DT,169900,197.900 DT,197900,Oui,Promo,https://www.automobile.tn/fr/neuf/bmw/serie-2-gran-coupe/218i-lounge,https://catalogue.automobile.tn/max/2025/08/47424.jpg?t=1775725270,Berline,4,5 ans (2+3),5,Disponible,,156 CH,8 CV,230 nm 1500 tr/min,Essence,3,1499 CM³,,,,,,,,,Traction,Automatique,7,,,1445 mm,1800 mm,4546 mm,360 L,,,,,,230 KM/H,8.6 s,,,6.3 L/100 km,8.1 L/100 km,5.2 L/100 km,,,,,,Oui,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,Avec fonction freinage,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,6 haut-parleurs | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 10.7 pouces,GPS,Teleservices | Connected+,Non,Veganza perforé,Automatique | Bizone,En aluminium | 18'' | Bi-ton,À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Avec clignotants intégrés,En hauteur et en profondeur,DSC,Velours,Oui,Cuir | Multi-fonctions,Feux de jour | Avant | Arrières,Conducteur et passager,Avant,Oui,Full LED | Adaptatifs,Oui,Oui,DBC,Démarrage mains libres,Accès mains libres | Digital Key Card,10.25 pouces | BMW Live Plus,Éléctrique,Électriques | Fonction mémoire | Sport,Oui,Lunette et vitres arrières sur-teintées | Calorifuges,Oui,Anti-éblouissement,Confort | Sport | Eco,Oui,Non,Non,Ouvrant | Panoramique | En verre,3,Non,Non,Non,Alu satiné,Métallisée +3000 DT,Non,LDW,Non,Inserts décoratifs Aluminium Graphite illuminés,Oui,FCW,Triangle de présignalisation | Trousse de premiers secours,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
BMW,Série 2 Gran Coupé,218 Pack M,174 900 DT,174900,206.900 DT,206900,Oui,Promo,https://www.automobile.tn/fr/neuf/bmw/serie-2-gran-coupe/218i-pack-m,https://catalogue.automobile.tn/max/2025/08/47424.jpg?t=1775725270,Berline,4,5 ans (2+3),5,Disponible,,156 CH,8 CV,230 nm 1500 tr/min,Essence,3,1499 CM³,,,,,,,,,Traction,Automatique,7,,,1445 mm,1800 mm,4546 mm,360 L,,,,,,230 KM/H,8.6 s,,,6.3 L/100 km,8.1 L/100 km,5.2 L/100 km,,,,,,Oui,Radar de recul | Radar avant | Caméra de recul | Parkassist | Autoreverse,Avec fonction freinage,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,6 haut-parleurs | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 10.7 pouces,GPS,Teleservices | Connected+,Non,Alcantara/Veganza Schwarz avec surpiqûres bleues,Automatique | Bizone,En aluminium | 18'' | Bi-ton,À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Avec clignotants intégrés,En hauteur et en profondeur,DSC,Velours,Oui,Cuir | Multi-fonctions | M | Sport | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant,Oui,Full LED | Adaptatifs,Oui,Oui,DBC,Démarrage mains libres,Accès mains libres | Digital Key Card,10.25 pouces | BMW Live Plus,Éléctrique,Électriques | Fonction mémoire | Sport,Oui,Lunette et vitres arrières sur-teintées | Calorifuges,Oui,Anti-éblouissement,Confort | Sport | Eco,Oui,Non,Non,Ouvrant | Panoramique | En verre,3,Non,Non,Non,Noir Brillant | Shadow Line,Métallisée,Non,LDW,Noire | Sport M,Inserts décoratifs M Aluminium mat Hexacube illuminés,Oui,FCW,Triangle de présignalisation | Trousse de premiers secours,Non,Oui,Oui,Pack Sport M,Non,Non,Non,Non,Non,M anthracite,Non,Non,Non,Non,Oui,Sport M | Régulation adaptative,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
BMW,Série 2 Gran Coupé,218 Pack M Pro,184 900 DT,184900,223.900 DT,223900,Oui,Promo,https://www.automobile.tn/fr/neuf/bmw/serie-2-gran-coupe/218i-pack-m-pro,https://catalogue.automobile.tn/max/2025/08/47424.jpg?t=1775725270,Berline,4,5 ans (2+3),5,Disponible,,156 CH,8 CV,230 nm 1500 tr/min,Essence,3,1499 CM³,,,,,,,,,Traction,Automatique,7,,,1445 mm,1800 mm,4546 mm,360 L,,,,,,230 KM/H,8.6 s,,,6.3 L/100 km,8.1 L/100 km,5.2 L/100 km,,,,,,Oui,Radar de recul | Radar avant | Système de caméras 360 | Autoreverse | Parkassit Plus,Avec fonction freinage,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,12 haut-parleurs | Harman/Kardon | Commandes au volant | Système HiFi,USB-C | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,Tactile | 10.7 pouces,GPS,Teleservices | Connected+,Non,Alcantara/Veganza Schwarz avec surpiqûres bleues,Automatique | Bizone,En aluminium | 19'' | M,À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Avec clignotants intégrés,En hauteur et en profondeur,DSC,Velours,Oui,Cuir | Multi-fonctions | M | Sport | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant,Oui,Full LED | Adaptatifs | Shadow Line M,Oui,Oui,DBC,Démarrage mains libres,Accès mains libres | Digital Key Card,Live Cockpit Professional | 10.25 pouces,Éléctrique,Électriques | Fonction mémoire | Avec Appuie-tête intégrés | Sport,Oui,Lunette et vitres arrières sur-teintées | Calorifuges,Oui,Anti-éblouissement,Confort | Sport | Eco,Oui,Non,Non,Ouvrant | Panoramique | En verre,3,Non,Non,Non,Noir Brillant | Shadow Line,Métallisée,Non,LDW,Noire | Sport M,Inserts décoratifs M Aluminium mat Hexacube illuminés,Oui,FCW,Triangle de présignalisation | Trousse de premiers secours,Non,Oui,Oui,Pack Sport M,Non,Non,Non,Oui,Non,M anthracite,Non,Non,Non,Acier inoxydable brossé,Oui,Sport M | Régulation adaptative,Non,Non,Étriers rouges | Sport M,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Citroën,Jumpy Combi,Citroën Jumpy Combi 2.0 L HDI 9 places,151 900 DT,151900,,,Non,Normal,https://www.automobile.tn/fr/neuf/citroen/jumpy-combi/2.0-l-hdi-9-places,https://catalogue.automobile.tn/max/2025/10/47470.jpg?t=1771240281,Monospace,4 | 1 porte latérale coulissante,3 ans,9,10 jours,,150 CH,8 CV,370 nm 2000 tr/min,Diesel,4,1997 CM³,,,,,,,,,Traction,Manuelle,6,,,1890 mm,1920 mm,4960 mm,,,,,,,170 KM/H,9.9 s,,,5.5 L/100 km,6 L/100 km,5.2 L/100 km,,,,,,Électrique,Radar de recul,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,4 haut-parleurs | Commandes au volant | Radio numérique DAB,USB | Bluetooth,Tactile | 5 pouces,Non,Non,Non,Tissu | Bi-ton,Automatique | Bizone,16'',À distance,Oui,Avant,Frontaux,Oui,Électriques | Dégivrants,En hauteur et en profondeur,ESP | ASR,Oui,Non,Multi-fonctions,Non,Non,Avant conducteur,Oui,Non,Non,Oui,AFU,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,2 prises 12 V,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Peugeot,Expert Combi,Peugeot Expert Combi 2.0 L HDI 9 places,151 900 DT,151900,,,Non,Normal,https://www.automobile.tn/fr/neuf/peugeot/expert-combi/2.0-l-hdi-9-places,https://catalogue.automobile.tn/max/2025/10/47476.jpg?t=1771335967,Monospace,4 | 1 porte latérale coulissante,3 ans,9,10 jours,,150 CH,8 CV,370 nm 2000 tr/min,Diesel,4,1997 CM³,,,,,,,,,Traction,Manuelle,6,,,1890 mm,1920 mm,4956 mm,N.C,,,,,,185 KM/H,10.3 s,,,5.4 L/100 km,6.1 L/100 km,5 L/100 km,,,,142 g/km,,Électrique,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,4 haut-parleurs | Commandes au volant | Radio numérique DAB,USB | Bluetooth,Tactile | 5 pouces,Non,Non,Non,Tissu | Bi-ton,Automatique | Bizone,16'',Oui,Oui,Avant,Frontaux,Oui,Électriques | Dégivrants,En hauteur et en profondeur,ESP | ASR,Oui,Oui,Multi-fonctions,Non,Non,Non,Oui,Non,Non,Oui,AFU,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,2 prises 12 V,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Nissan,Qashqai e-Power,Nissan Qashqai e-Power 1.5 L N-Connecta,152 900 DT,152900,,,Non,Normal,https://www.automobile.tn/fr/neuf/nissan/qashqai-e-power/1.5-l-n-connecta,https://catalogue.automobile.tn/max/2024/07/47183.jpg?t=1772528420,SUV,5,2 ans ou 100.000 km,5,Disponible,,190 CH,8 CV,330 nm 0 tr/min,Essence | Hybride,3,1497 CM³,,,,158 CH,,,,,Traction,Automatique,1,,,1625 mm,1835 mm,4425 mm,504 L,,,,,,170 KM/H,7.9 s,,1058 km,5.2 L/100 km,,,,,,120 g/km,,Oui,Radar de recul | Radar avant | Caméra de recul | Système de caméras 360,Oui,Autohold | HSA,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,6 haut-parleurs | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | AUX | Bluetooth | Chargeur de téléphone sans fil,Tactile | 12 pouces,GPS,Non,Non,Tissu,Automatique | Bizone | Ventilation arrière,En aluminium | 18'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,En hauteur et en profondeur,ESP,Oui,Ecran TFT 7'',Cuir | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Full LED | Adaptatifs,Oui,Oui,EBD | Système anti-collision avec détection des piétons | Freinage automatique anti-collision (AEB) | NBAS | VDC,Démarrage mains libres,Accès mains libres,12.3 pouces,Éléctrique,Réglage lombaire,Oui,Teintées | Lunette et vitres arrières sur-teintées,Poignées de portes,Anti-éblouissement,Normal | Sport | Eco,Oui,Non,1 prise 12 V,Panoramique,Non,LED,Non,Ouverture et fermeture motorisées | Ouverture mains libres | Cache Bagages,Chrome,Métallisée,Non,Oui,Chromée,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Fiat,Scudo Combi,2.0 L HDI 9 places,153 900 DT,153900,,,Non,Normal,https://www.automobile.tn/fr/neuf/fiat/scudo-combi/2.0-l-hdi-9-places,https://catalogue.automobile.tn/max/2025/10/47483.png?t=1779803224,Monospace,5 | 1 porte latérale coulissante,3 ans,9,3 mois | Sur arrivage,,150 CH,8 CV,370 nm 2000 tr/min,Diesel,4,1997 CM³,,,,,,,,,Traction,Manuelle,6,,,1890 mm,1920 mm,4956 mm,N.C,,,,,,185 KM/H,10.3 s,,,5.4 L/100 km,6.1 L/100 km,5 L/100 km,,,,142 g/km,,Oui,Radar de recul,Oui,Hill assist,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Commandes au volant | Radio numérique DAB,USB | Bluetooth,Non,Non,Non,Non,Tissu,Manuelle,17'',À distance,Oui,Avant,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Dégivrants,En hauteur et en profondeur,ESC,Oui,Oui,Multi-fonctions,Non,Non,Avant conducteur,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Réglage lombaire,Non,Lunette et vitres arrières sur-teintées,Pare-chocs,Non,Non,Non,Non,1 prise 12 V,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Fiat,Scudo Combi,2.0 L HDI Ulysse 9 places,166 000 DT,166000,,,Non,Normal,https://www.automobile.tn/fr/neuf/fiat/scudo-combi/2.0-l-hdi-ulysse-9-places,https://catalogue.automobile.tn/max/2025/10/47483.png?t=1779803224,Monospace,5 | 2 portes latérales coulissantes,3 ans,9,3 mois | Sur arrivage,,150 CH,8 CV,370 nm 2000 tr/min,Diesel,4,1997 CM³,,,,,,,,,Traction,Manuelle,6,,,1890 mm,1920 mm,4956 mm,N.C,,,,,,185 KM/H,10.3 s,,,5.4 L/100 km,6.1 L/100 km,5 L/100 km,,,,142 g/km,,Oui,Radar de recul,Oui,Hill assist,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Commandes au volant | Radio numérique DAB,USB | Bluetooth,Non,Non,Non,Non,Tissu,Automatique | Bizone | Ventilation arrière,17'',À distance,Oui,Avant,Frontaux | Latéraux | Rideaux,Oui,Électriques | Rabattables | Dégivrants,En hauteur et en profondeur,ESP,Oui,Oui,Multi-fonctions,Non,Non,Avant conducteur,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Réglage lombaire,Non,Lunette et vitres arrières sur-teintées,Pare-chocs,Non,Non,Non,Non,1 prise 12 V,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Mercedes-Benz,Classe A,200 Progressive,154 000 DT,154000,169.000 DT,169000,Oui,Promo,https://www.automobile.tn/fr/neuf/mercedes-benz/classe-a/200-progressive-sept-23,https://catalogue.automobile.tn/max/2023/06/46956.png?t=1774347519,Compacte,5,2 ans,5,Disponible,,163 CH,9 CV,270 nm 1620 tr/min,Essence,4,1332 CM³,,,,,,,,,Traction,Automatique,7,,,1423 mm,1907 mm,4419 mm,370 L,,,,,,225 KM/H,8.2 s,,,6 L/100 km,,,,,,,,Oui,Radar de recul | Radar avant | Caméra de recul | Parktronic,TEMPOMAT,Oui,Attention Assist,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,MBUX | Commandes au volant,USB-C | Bluetooth | Commande vocale,Tactile | 10.25 pouces,Non,Non,Non,Similicuir/Tissu,Automatique,En aluminium | 17'',À distance,Oui,Avant/Arrière,Frontaux | Rideaux | Bassin,Oui,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,En hauteur et en profondeur,ESP | ASR,Velours,Oui,Cuir | Multi-fonctions | 4 branches | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant,Oui,LED Hautes performances,Oui,Oui,BAS,Démarrage mains libres,Non,7 pouces,Éléctrique,Confort,Oui,Teintées,Oui,Anti-éblouissement | Sans Cadre,Confort | Sport | Eco | Individual,Non,Non,Non,Non,3,Non,Non,Non,Chrome,Métallisée | +5000 DT,Non,Non,Chromée,Carbone foncé,Oui,Non,Triangle de présignalisation | Trousse de premiers secours,Non,Oui,Non,Progressive Line,Aluminium,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Confort,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Mercedes-Benz,Classe A,200 Premium,167 000 DT,167000,182.000 DT,182000,Oui,Promo,https://www.automobile.tn/fr/neuf/mercedes-benz/classe-a/200-premium-sept-23,https://catalogue.automobile.tn/max/2023/06/46956.png?t=1774347519,Compacte,5,2 ans,5,Disponible,,163 CH,9 CV,270 nm 1620 tr/min,Essence,4,1332 CM³,,,,,,,,,Traction,Automatique,7,,,1423 mm,1907 mm,4419 mm,370 L,,,,,,225 KM/H,8.2 s,,,6 L/100 km,,,,,,,,Oui,Radar de recul | Radar avant | Caméra de recul | Parktronic,TEMPOMAT,Oui,Attention Assist,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 10.25 pouces,Non,Non,Non,Similicuir Artico,Automatique,En aluminium | 17'',À distance,Oui,Avant/Arrière,Frontaux | Rideaux | Bassin,Oui,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,En hauteur et en profondeur,ESP | ASR,Velours,Oui,Cuir | Multi-fonctions | 4 branches | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant,Oui,LED Hautes performances,Oui,Oui,BAS,Démarrage mains libres,Accès mains libres,10.25 pouces,Éléctrique,Réglage lombaire | Sport,Oui,Teintées,Oui,Anti-éblouissement | Sans Cadre,Confort | Sport | Eco | Individual,Oui,Non,Non,Non,3,Non,Non,Non,Chrome,Métallisée | +5000 DT,Non,Non,Chromée,Carbone foncé,Oui,Non,Triangle de présignalisation | Trousse de premiers secours,Non,Oui,Non,Progressive Line,Aluminium,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Confort,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Mercedes-Benz,Classe A,200 AMG,179 000 DT,179000,194.000 DT,194000,Oui,Promo,https://www.automobile.tn/fr/neuf/mercedes-benz/classe-a/200-amg-sept-23,https://catalogue.automobile.tn/max/2023/06/46956.png?t=1774347519,Compacte,5,2 ans,5,Disponible,,163 CH,9 CV,270 nm 1620 tr/min,Essence,4,1332 CM³,,,,,,,,,Traction,Automatique,7,,,1423 mm,1907 mm,4419 mm,370 L,,,,,,225 KM/H,8.2 s,,,6 L/100 km,,,,,,,,Oui,Radar de recul | Radar avant | Caméra de recul | Parktronic,TEMPOMAT,Oui,Attention Assist,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,MBUX | Commandes au volant,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 10.25 pouces,Non,Non,Non,Similicuir Artico/Microfibre,Automatique,En aluminium | 18'',À distance,Oui,Avant/Arrière,Frontaux | Rideaux | Bassin,Oui,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,En hauteur et en profondeur,ESP | ASR,Velours,Oui,Cuir | Multi-fonctions | Sport | à méplat | Avec palettes | 6 branches,Feux de jour | Avant | Arrières,Conducteur et passager,Avant,Oui,LED Hautes performances,Oui,Oui,BAS,Démarrage mains libres,Accès mains libres,10.25 pouces,Éléctrique,Réglage lombaire | Sport | Confort,Oui,Teintées,Oui,Anti-éblouissement | Sans Cadre,Confort | Sport | Eco | Individual,Oui,Non,Non,Non,3,Non,Non,Non,Chrome,Métallisée | +5000 DT,Non,Non,Chromée,Aluminium clair à stries longitudinales,Oui,Non,Triangle de présignalisation | Trousse de premiers secours,Non,Oui,Non,Pack Sport AMG,Aluminium,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Confort,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Volkswagen,Tiguan,1.4 L TSI Life,154 980 DT,154980,,,Non,Normal,https://www.automobile.tn/fr/neuf/volkswagen/tiguan/1.4-l-tsi-life-2024,https://catalogue.automobile.tn/max/2024/09/47232.jpg?t=1779194563,SUV,5,3 ans,5,Disponible,,150 CH,8 CV,250 nm 1500 tr/min,Essence,4,1395 CM³,,,,,,,,,Traction,Automatique,7,,,1658 mm,1842 mm,4539 mm,652 L,1650 L,,,,,200 KM/H,9.2 s,,,6.7 L/100 km,8.6 L/100 km,5.6 L/100 km,,,,,,Oui,Radar de recul | Radar avant | Caméra de recul | Parkassist,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Composition Media | 8 haut-parleurs,USB-C | Android Auto | Apple Carplay | Bluetooth,Tactile | 12.9 pouces,Non,Non,Non,Tissu,Automatique | 3 zones | Ventilation arrière,En aluminium | 18'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Centraux,Oui,Électriques | Dégivrants | Éclairage d'accueil à LED,En hauteur et en profondeur,ESP | ASR,Oui,Oui,Cuir | Multi-fonctions | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Directionnels | LED,Oui,Oui,Non,Démarrage mains libres,Accès mains libres,Digital Cockpit Pro,Éléctrique,Réglage lombaire | Confort,Oui,Parebrise athermique,Oui,Non,Non,10 couleurs,Non,2 prises 12 V,Ouvrant | Panoramique,3,Non,Non,Ouverture et fermeture motorisées | Ouverture à distance,Noir Mat,Non,Noires,Non,Non,Non,Non,Non,Non,Cuir,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Volkswagen,Tiguan,1.4 L TSI Exclusive,178 980 DT,178980,,,Non,Normal,https://www.automobile.tn/fr/neuf/volkswagen/tiguan/1.4-l-tsi-exclusive,https://catalogue.automobile.tn/max/2024/09/47232.jpg?t=1779194563,SUV,5,3 ans,5,Disponible,,150 CH,8 CV,250 nm 1500 tr/min,Essence,4,1395 CM³,,,,,,,,,Traction,Automatique,7,,,1658 mm,1842 mm,4539 mm,652 L,1650 L,,,,,200 KM/H,9.2 s,,,6.7 L/100 km,8.6 L/100 km,5.6 L/100 km,,,,,,Adaptative,Radar de recul | Radar avant | Caméra de recul | Parkassist,Oui,Oui,Oui,Oui,Dynamic Light Assist,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,8 haut-parleurs,Android Auto | 4 USB-C | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,Tactile | 15 pouces,GPS,Non,Non,Cuir,Automatique | 3 zones | Ventilation arrière,En aluminium | 18'',À distance,Oui,Avant/Arrière,Frontaux | Latéraux | Rideaux | Centraux,Oui,Électriques | Dégivrants | Mémoire de position | Éclairage d'accueil à LED,En hauteur et en profondeur,ESP | ASR,Oui,Oui,Cuir | Multi-fonctions | Avec palettes,Feux de jour | Avant | Arrières,Conducteur et passager,Avant | Arrière,Oui,Full LED | Directionnels,Oui,Oui,Non,Démarrage mains libres,Accès mains libres,Digital Cockpit Pro,Éléctrique,Électriques | Réglage lombaire | Fonction mémoire | Sport | Confort,Oui,Parebrise athermique | Lunette et vitres arrières sur-teintées | Pare-brise en verre feuilleté,Pare-chocs | Poignées de portes,Anti-éblouissement,Non,Oui,Volumétrique | Anti-soulèvement,1 prise 12 V,Ouvrant | Panoramique,3,Non,Non,Non,Chrome,Non,Anodisées Argent,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Avant | Arrière,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
